comp,compID_num,comp_name_simple,comp_name_full,specie.A,specie.B1,specie.B2,specie.X,element.A,element.B1,element.B2,element.X,r_ionic.A,r_ionic.B1,r_ionic.B2,r_ionic.X,oct_factor,oct_mismatch,gen_t_factor,geom_stable,broken_condition,tau_factor,block.B1,row.B1,inputcharge.B1,block.B2,row.B2,inputcharge.B2,used_lobbasis,used_lobbasis_func,block_pairing
1765_CsRbPmCl,1765,CsRbPmCl,Cs2RbPmCl6,Cs+,Rb+,Pm3+,Cl-,Cs,Rb,Pm,Cl,188.0,152.0,97.0,181.0,0.6878453038674033,0.1519337016574585,0.8523582418620569,True,,4.11774963204038,s,5,1,f,6.0,3,basisset0,"{'Rb': ' 4p 4s', 'Pm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1766_CsTlPrCl,1766,CsTlPrCl,Cs2TlPrCl6,Cs+,Tl+,Pr3+,Cl-,Cs,Tl,Pr,Cl,188.0,150.0,99.0,181.0,0.6878453038674033,0.1408839779005525,0.8525993844416694,True,,4.11774963204038,p,6,1,f,6.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Pr': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-p
1767_CsAuAcCl,1767,CsAuAcCl,Cs2AuAcCl6,Cs+,Au+,Ac3+,Cl-,Cs,Au,Ac,Cl,188.0,137.0,112.0,181.0,0.6878453038674033,0.0690607734806629,0.8537259055616961,True,,4.11774963204038,d,6,1,f,7.0,3,basisset0,"{'Au': ' 5d 6s', 'Ac': ' 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1768_CsRbCmCl,1768,CsRbCmCl,Cs2RbCmCl6,Cs+,Rb+,Cm3+,Cl-,Cs,Rb,Cm,Cl,188.0,152.0,97.0,181.0,0.6878453038674033,0.1519337016574585,0.8523582418620569,True,,4.11774963204038,s,5,1,f,7.0,3,basisset0,"{'Rb': ' 4p 4s', 'Cm': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1769_CsFrMoCl,1769,CsFrMoCl,Cs2FrMoCl6,Cs+,Fr+,Mo3+,Cl-,Cs,Fr,Mo,Cl,188.0,180.0,69.0,181.0,0.6878453038674033,0.3066298342541436,0.8471221932322633,False,OL,4.11774963204038,s,7,1,d,5.0,3,basisset0,"{'Fr': ' 6p 6s 7s', 'Mo': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1770_CsCuScCl,1770,CsCuScCl,Cs2CuScCl6,Cs+,Cu+,Sc3+,Cl-,Cs,Cu,Sc,Cl,188.0,77.0,74.5,181.0,0.4185082872928177,0.0069060773480662,1.0162448145105691,False,SL,4.119734409721032,d,4,1,d,4.0,3,basisset0,"{'Cu': ' 3d 4s', 'Sc': ' 3d 3p 3s 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1771_CsCrMnCl,1771,CsCrMnCl,Cs2CrMnCl6,Cs+,Cr2+,Mn2+,Cl-,Cs,Cr,Mn,Cl,188.0,76.5,75.0,181.0,0.4185082872928177,0.0041436464088397,1.016248668537724,False,SL,4.119734409721032,d,4,2,d,4.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Mn': ' 3d 3p 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1772_CsPdTbCl,1772,CsPdTbCl,Cs2PdTbCl6,Cs+,Pd+,Tb3+,Cl-,Cs,Pd,Tb,Cl,188.0,59.0,92.3,181.0,0.4179558011049724,0.0919889502762431,1.0155788039775893,False,SL,4.122534803456242,d,5,1,f,6.0,3,basisset0,"{'Pd': ' 4d 5s', 'Tb': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1773_CsRbAmCl,1773,CsRbAmCl,Cs2RbAmCl6,Cs+,Rb+,Am3+,Cl-,Cs,Rb,Am,Cl,188.0,152.0,97.5,181.0,0.6892265193370166,0.1505524861878453,0.8516951607752703,True,,4.1253786513059065,s,5,1,f,7.0,3,basisset0,"{'Rb': ' 4p 4s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1775_CsMgVCl,1775,CsMgVCl,Cs2MgVCl6,Cs+,Mg2+,V2+,Cl-,Cs,Mg,V,Cl,188.0,72.0,79.0,181.0,0.4171270718232044,0.0193370165745856,1.017193987058482,False,SL,4.1267610818417495,s,3,2,d,4.0,2,basisset0,"{'Mg': ' 3s', 'V': ' 3d 3p 3s 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1774_CsLiAgCl,1774,CsLiAgCl,Cs2LiAgCl6,Cs+,Li+,Ag3+,Cl-,Cs,Li,Ag,Cl,188.0,76.0,75.0,181.0,0.4171270718232044,0.0027624309392265,1.0172403680014308,False,SL,4.1267610818417495,s,2,1,d,5.0,3,basisset0,"{'Li': ' 1s 2s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1776_CsTlPuCl,1776,CsTlPuCl,Cs2TlPuCl6,Cs+,Tl+,Pu3+,Cl-,Cs,Tl,Pu,Cl,188.0,150.0,100.0,181.0,0.6906077348066298,0.1381215469613259,0.8512682645236281,True,,4.133116357869039,p,6,1,f,7.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Pu': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-p
1777_CsYbRaCl,1777,CsYbRaCl,Cs2YbRaCl6,Cs+,Yb2+,Ra2+,Cl-,Cs,Yb,Ra,Cl,188.0,102.0,148.0,181.0,0.6906077348066298,0.1270718232044199,0.8514858121204026,True,,4.133116357869039,f,6,2,s,7.0,2,basisset0,"{'Yb': ' 4f 5p 5s 6s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1778_CsNdAmCl,1778,CsNdAmCl,Cs2NdAmCl6,Cs+,Nd2+,Am2+,Cl-,Cs,Nd,Am,Cl,188.0,129.0,121.0,181.0,0.6906077348066298,0.0220994475138121,0.8526511657811071,True,,4.133116357869039,f,6,2,f,7.0,2,basisset0,"{'Nd': ' 4f 5p 5s 6s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-f
1779_CsHgRaCl,1779,CsHgRaCl,Cs2HgRaCl6,Cs+,Hg2+,Ra2+,Cl-,Cs,Hg,Ra,Cl,188.0,102.0,148.0,181.0,0.6906077348066298,0.1270718232044199,0.8514858121204026,True,,4.133116357869039,d,6,2,s,7.0,2,basisset0,"{'Hg': ' 5d 6s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1780_CsKAcCl,1780,CsKAcCl,Cs2KAcCl6,Cs+,K+,Ac3+,Cl-,Cs,K,Ac,Cl,188.0,138.0,112.0,181.0,0.6906077348066298,0.0718232044198894,0.8523031035627023,True,,4.133116357869039,s,4,1,f,7.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Ac': ' 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1781_CsLiScCl,1781,CsLiScCl,Cs2LiScCl6,Cs+,Li+,Sc3+,Cl-,Cs,Li,Sc,Cl,188.0,76.0,74.5,181.0,0.4157458563535912,0.0041436464088397,1.0182315842841323,False,SL,4.133873681884079,s,2,1,d,4.0,3,basisset0,"{'Li': ' 1s 2s', 'Sc': ' 3d 3p 3s 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1782_CsCrZnCl,1782,CsCrZnCl,Cs2CrZnCl6,Cs+,Cr2+,Zn2+,Cl-,Cs,Cr,Zn,Cl,188.0,76.5,74.0,181.0,0.4157458563535912,0.0069060773480662,1.018227707652953,False,SL,4.133873681884079,d,4,2,d,4.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Zn': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1784_CsCoPtCl,1784,CsCoPtCl,Cs2CoPtCl6,Cs+,Co2+,Pt2+,Cl-,Cs,Co,Pt,Cl,188.0,69.75,80.0,181.0,0.4136740331491713,0.0283149171270718,1.019623790594183,False,SL,4.144704952166421,d,4,2,d,6.0,2,basisset0,"{'Co': ' 3d 4s', 'Pt': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1783_CsRbNdCl,1783,CsRbNdCl,Cs2RbNdCl6,Cs+,Rb+,Nd3+,Cl-,Cs,Rb,Nd,Cl,188.0,152.0,98.3,181.0,0.6914364640883979,0.1483425414364641,0.8506356793891066,True,,4.137811574068932,s,5,1,f,6.0,3,basisset0,"{'Rb': ' 4p 4s', 'Nd': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1785_CsCrGeCl,1785,CsCrGeCl,Cs2CrGeCl6,Cs+,Cr2+,Ge2+,Cl-,Cs,Cr,Ge,Cl,188.0,76.5,73.0,181.0,0.4129834254143646,0.0096685082872928,1.020212504869931,False,SL,4.148358966257608,d,4,2,p,4.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Ge': ' 3d 4p 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1788_CsTmRaCl,1788,CsTmRaCl,Cs2TmRaCl6,Cs+,Tm2+,Ra2+,Cl-,Cs,Tm,Ra,Cl,188.0,103.0,148.0,181.0,0.6933701657458563,0.1243093922651933,0.8501519956375713,True,,4.148921919882885,f,6,2,s,7.0,2,basisset0,"{'Tm': ' 4f 5p 5s 6s', 'Ra': ' 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1789_CsRbPrCl,1789,CsRbPrCl,Cs2RbPrCl6,Cs+,Rb+,Pr3+,Cl-,Cs,Rb,Pr,Cl,188.0,152.0,99.0,181.0,0.6933701657458563,0.1464088397790055,0.8497100952690696,True,,4.148921919882885,s,5,1,f,6.0,3,basisset0,"{'Rb': ' 4p 4s', 'Pr': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1790_CsTlNpCl,1790,CsTlNpCl,Cs2TlNpCl6,Cs+,Tl+,Np3+,Cl-,Cs,Tl,Np,Cl,188.0,150.0,101.0,181.0,0.6933701657458563,0.1353591160220994,0.8499399778120696,True,,4.148921919882885,p,6,1,f,7.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Np': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-p
1792_CsTlCeCl,1792,CsTlCeCl,Cs2TlCeCl6,Cs+,Tl+,Ce3+,Cl-,Cs,Tl,Ce,Cl,188.0,150.0,101.0,181.0,0.6933701657458563,0.1353591160220994,0.8499399778120696,True,,4.148921919882885,p,6,1,f,6.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Ce': ' 4f 5d 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-p
1791_CsNdSmCl,1791,CsNdSmCl,Cs2NdSmCl6,Cs+,Nd2+,Sm2+,Cl-,Cs,Nd,Sm,Cl,188.0,129.0,122.0,181.0,0.6933701657458563,0.0193370165745856,0.8512688308372958,True,,4.148921919882885,f,6,2,f,6.0,2,basisset0,"{'Nd': ' 4f 5p 5s 6s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-f
1793_CsPdHoCl,1793,CsPdHoCl,Cs2PdHoCl6,Cs+,Pd+,Ho3+,Cl-,Cs,Pd,Ho,Cl,188.0,59.0,90.1,181.0,0.4118784530386741,0.0859116022099447,1.0200790962130413,False,SL,4.15425101113944,d,5,1,f,6.0,3,basisset0,"{'Pd': ' 4d 5s', 'Ho': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f
1794_CsCuNbCl,1794,CsCuNbCl,Cs2CuNbCl6,Cs+,Cu+,Nb3+,Cl-,Cs,Cu,Nb,Cl,188.0,77.0,72.0,181.0,0.4116022099447514,0.0138121546961325,1.0211982670666884,False,SL,4.1557328259451936,d,4,1,d,5.0,3,basisset0,"{'Cu': ' 3d 4s', 'Nb': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1795_CsNiPtCl,1795,CsNiPtCl,Cs2NiPtCl6,Cs+,Ni2+,Pt2+,Cl-,Cs,Ni,Pt,Cl,188.0,69.0,80.0,181.0,0.4116022099447514,0.0303867403314917,1.0211044247211567,False,SL,4.1557328259451936,d,4,2,d,6.0,2,basisset0,"{'Ni': ' 3d 4s', 'Pt': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1796_CsPdYCl,1796,CsPdYCl,Cs2PdYCl6,Cs+,Pd+,Y3+,Cl-,Cs,Pd,Y,Cl,188.0,59.0,90.0,181.0,0.4116022099447514,0.0856353591160221,1.0202844062360974,False,SL,4.1557328259451936,d,5,1,d,5.0,3,basisset0,"{'Pd': ' 4d 5s', 'Y': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1797_CsCuTaCl,1797,CsCuTaCl,Cs2CuTaCl6,Cs+,Cu+,Ta3+,Cl-,Cs,Cu,Ta,Cl,188.0,77.0,72.0,181.0,0.4116022099447514,0.0138121546961325,1.0211982670666884,False,SL,4.1557328259451936,d,4,1,d,6.0,3,basisset0,"{'Cu': ' 3d 4s', 'Ta': ' 5d 5p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1798_CsMnZnCl,1798,CsMnZnCl,Cs2MnZnCl6,Cs+,Mn2+,Zn2+,Cl-,Cs,Mn,Zn,Cl,188.0,75.0,74.0,181.0,0.4116022099447514,0.0027624309392265,1.0212217316960248,False,SL,4.1557328259451936,d,4,2,d,4.0,2,basisset0,"{'Mn': ' 3d 3p 4s', 'Zn': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1799_CsVCoCl,1799,CsVCoCl,Cs2VCoCl6,Cs+,V2+,Co2+,Cl-,Cs,V,Co,Cl,188.0,79.0,69.75,181.0,0.4109116022099447,0.0255524861878453,1.0216388041244044,False,SL,4.1594528222899285,d,4,2,d,4.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Co': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1800_CsMgCrCl,1800,CsMgCrCl,Cs2MgCrCl6,Cs+,Mg2+,Cr2+,Cl-,Cs,Mg,Cr,Cl,188.0,72.0,76.5,181.0,0.4102209944751381,0.0124309392265193,1.022203070878701,False,SL,4.163194964548714,s,3,2,d,4.0,2,basisset0,"{'Mg': ' 3s', 'Cr': ' 3d 3p 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1801_CsVFeCl,1801,CsVFeCl,Cs2VFeCl6,Cs+,V2+,Fe2+,Cl-,Cs,V,Fe,Cl,188.0,79.0,69.5,181.0,0.4102209944751381,0.0262430939226519,1.0221344394365692,False,SL,4.163194964548714,d,4,2,d,4.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Fe': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1802_CsFrNbCl,1802,CsFrNbCl,Cs2FrNbCl6,Cs+,Fr+,Nb3+,Cl-,Cs,Fr,Nb,Cl,188.0,180.0,72.0,181.0,0.6961325966850829,0.2983425414364641,0.8434114968217158,False,OL,4.165174679089141,s,7,1,d,5.0,3,basisset0,"{'Fr': ' 6p 6s 7s', 'Nb': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1803_CsBaEuCl,1803,CsBaEuCl,Cs2BaEuCl6,Cs+,Ba2+,Eu2+,Cl-,Cs,Ba,Eu,Cl,188.0,135.0,117.0,181.0,0.6961325966850829,0.0497237569060773,0.8497275552873683,True,,4.165174679089141,s,6,2,f,6.0,2,basisset0,"{'Ba': ' 5p 5s 6s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1804_CsFrTaCl,1804,CsFrTaCl,Cs2FrTaCl6,Cs+,Fr+,Ta3+,Cl-,Cs,Fr,Ta,Cl,188.0,180.0,72.0,181.0,0.6961325966850829,0.2983425414364641,0.8434114968217158,False,OL,4.165174679089141,s,7,1,d,6.0,3,basisset0,"{'Fr': ' 6p 6s 7s', 'Ta': ' 5d 5p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1805_CsRbPuCl,1805,CsRbPuCl,Cs2RbPuCl6,Cs+,Rb+,Pu3+,Cl-,Cs,Rb,Pu,Cl,188.0,152.0,100.0,181.0,0.6961325966850829,0.143646408839779,0.848390199011595,True,,4.165174679089141,s,5,1,f,7.0,3,basisset0,"{'Rb': ' 4p 4s', 'Pu': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1806_CsBeTmCl,1806,CsBeTmCl,Cs2BeTmCl6,Cs+,Be2+,Tm2+,Cl-,Cs,Be,Tm,Cl,188.0,45.0,103.0,181.0,0.4088397790055249,0.1602209944751381,1.0199325999787625,False,SL,4.1707459954797965,s,2,2,f,6.0,2,basisset0,"{'Be': ' 2s', 'Tm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-s
1807_CsLiNbCl,1807,CsLiNbCl,Cs2LiNbCl6,Cs+,Li+,Nb3+,Cl-,Cs,Li,Nb,Cl,188.0,76.0,72.0,181.0,0.4088397790055249,0.011049723756906,1.0232093713839985,False,SL,4.1707459954797965,s,2,1,d,5.0,3,basisset0,"{'Li': ' 1s 2s', 'Nb': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1808_CsLiTaCl,1808,CsLiTaCl,Cs2LiTaCl6,Cs+,Li+,Ta3+,Cl-,Cs,Li,Ta,Cl,188.0,76.0,72.0,181.0,0.4088397790055249,0.011049723756906,1.0232093713839985,False,SL,4.1707459954797965,s,2,1,d,6.0,3,basisset0,"{'Li': ' 1s 2s', 'Ta': ' 5d 5p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-s
1810_CsMnGeCl,1810,CsMnGeCl,Cs2MnGeCl6,Cs+,Mn2+,Ge2+,Cl-,Cs,Mn,Ge,Cl,188.0,75.0,73.0,181.0,0.4088397790055249,0.005524861878453,1.023221172948046,False,SL,4.1707459954797965,d,4,2,p,4.0,2,basisset0,"{'Mn': ' 3d 3p 4s', 'Ge': ' 3d 4p 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p
1811_CsVNiCl,1811,CsVNiCl,Cs2VNiCl6,Cs+,V2+,Ni2+,Cl-,Cs,V,Ni,Cl,188.0,79.0,69.0,181.0,0.4088397790055249,0.0276243093922651,1.0231267718678383,False,SL,4.1707459954797965,d,4,2,d,4.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Ni': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d
1813_CsTlUCl,1813,CsTlUCl,Cs2TlUCl6,Cs+,Tl+,U3+,Cl-,Cs,Tl,U,Cl,188.0,150.0,102.5,181.0,0.6975138121546961,0.1312154696132597,0.8479528579189982,True,,4.173471454147413,p,6,1,f,7.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'U': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",f-p
1815_CsGeSrF,1815,CsGeSrF,Cs2GeSrF6,Cs+,Ge2+,Sr2+,F-,Cs,Ge,Sr,F,188.0,73.0,118.0,133.0,0.7180451127819549,0.169172932330827,0.9909543396446092,True,,3.299123296778356,p,4,2,s,5.0,2,basisset0,"{'Ge': ' 3d 4p 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
1816_CsNiSmF,1816,CsNiSmF,Cs2NiSmF6,Cs+,Ni2+,Sm2+,F-,Cs,Ni,Sm,F,188.0,69.0,122.0,133.0,0.7180451127819549,0.1992481203007518,0.9900301330793476,True,,3.299123296778356,d,4,2,f,6.0,2,basisset0,"{'Ni': ' 3d 4s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
1817_CsZnEuF,1817,CsZnEuF,Cs2ZnEuF6,Cs+,Zn2+,Eu2+,F-,Cs,Zn,Eu,F,188.0,74.0,117.0,133.0,0.7180451127819549,0.1616541353383458,0.9911621705629264,True,,3.299123296778356,d,4,2,f,6.0,2,basisset0,"{'Zn': ' 3d 4s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
1818_CsAgSbF,1818,CsAgSbF,Cs2AgSbF6,Cs+,Ag+,Sb3+,F-,Cs,Ag,Sb,F,188.0,115.0,76.0,133.0,0.7180451127819549,0.1466165413533834,0.9915498410006018,True,,3.299123296778356,d,5,1,p,5.0,3,basisset0,"{'Ag': ' 4d 5s', 'Sb': ' 5p 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
1819_CsCuSrF,1819,CsCuSrF,Cs2CuSrF6,Cs+,Cu2+,Sr2+,F-,Cs,Cu,Sr,F,188.0,73.0,118.0,133.0,0.7180451127819549,0.169172932330827,0.9909543396446092,True,,3.299123296778356,d,4,2,s,5.0,2,basisset0,"{'Cu': ' 3d 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
1820_CsTaHgF,1820,CsTaHgF,Cs2TaHgF6,Cs+,Ta3+,Hg+,F-,Cs,Ta,Hg,F,188.0,72.0,119.0,133.0,0.7180451127819549,0.1766917293233082,0.9907372015909632,True,,3.299123296778356,d,6,3,d,6.0,1,basisset0,"{'Ta': ' 5d 5p 6s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
1821_CsNbHgF,1821,CsNbHgF,Cs2NbHgF6,Cs+,Nb3+,Hg+,F-,Cs,Nb,Hg,F,188.0,72.0,119.0,133.0,0.7180451127819549,0.1766917293233082,0.9907372015909632,True,,3.299123296778356,d,5,3,d,6.0,1,basisset0,"{'Nb': ' 4d 4p 4s 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-d
1822_CsMgPbF,1822,CsMgPbF,Cs2MgPbF6,Cs+,Mg2+,Pb2+,F-,Cs,Mg,Pb,F,188.0,72.0,119.0,133.0,0.7180451127819549,0.1766917293233082,0.9907372015909632,True,,3.299123296778356,s,3,2,p,6.0,2,basisset0,"{'Mg': ' 3s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
1823_CsNaErF,1823,CsNaErF,Cs2NaErF6,Cs+,Na+,Er3+,F-,Cs,Na,Er,F,188.0,102.0,89.0,133.0,0.7180451127819549,0.0488721804511278,0.9931526150707448,True,,3.299123296778356,s,3,1,f,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Er': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",f-s
1825_CsAlKF,1825,CsAlKF,Cs2AlKF6,Cs+,Al3+,K+,F-,Cs,Al,K,F,188.0,53.5,138.0,133.0,0.7199248120300752,0.3176691729323308,0.9839120901917388,False,OL,3.2991311574508604,p,3,3,s,4.0,1,basisset0,"{'Al': ' 3p 3s', 'K': ' 3p 3s 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
1827_CsCoSmF,1827,CsCoSmF,Cs2CoSmF6,Cs+,Co2+,Sm2+,F-,Cs,Co,Sm,F,188.0,69.75,122.0,133.0,0.7208646616541353,0.1964285714285714,0.988511312741775,True,,3.299156672839193,d,4,2,f,6.0,2,basisset0,"{'Co': ' 3d 4s', 'Sm': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
1828_CsAlAuF,1828,CsAlAuF,Cs2AlAuF6,Cs+,Al3+,Au+,F-,Cs,Al,Au,F,188.0,53.5,137.0,133.0,0.7161654135338346,0.3139097744360902,0.9862266036021856,False,OL,3.2991729722467524,p,3,3,d,6.0,1,basisset0,"{'Al': ' 3p 3s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
1829_CsNaTlF,1829,CsNaTlF,Cs2NaTlF6,Cs+,Na+,Tl3+,F-,Cs,Na,Tl,F,188.0,102.0,88.5,133.0,0.7161654135338346,0.0507518796992481,0.9942241676216252,True,,3.2991729722467524,s,3,1,p,6.0,3,basisset0,"{'Na': ' 2p 3s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-s
1831_CsNaYF,1831,CsNaYF,Cs2NaYF6,Cs+,Na+,Y3+,F-,Cs,Na,Y,F,188.0,102.0,90.0,133.0,0.7218045112781954,0.0451127819548872,0.99101454992312,True,,3.2991965836631243,s,3,1,d,5.0,3,basisset0,"{'Na': ' 2p 3s', 'Y': ' 4d 4p 4s 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
1832_CsCuPbF,1832,CsCuPbF,Cs2CuPbF6,Cs+,Cu2+,Pb2+,F-,Cs,Cu,Pb,F,188.0,73.0,119.0,133.0,0.7218045112781954,0.1729323308270676,0.9886943804666062,True,,3.2991965836631243,d,4,2,p,6.0,2,basisset0,"{'Cu': ' 3d 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p
1833_CsGePbF,1833,CsGePbF,Cs2GePbF6,Cs+,Ge2+,Pb2+,F-,Cs,Ge,Pb,F,188.0,73.0,119.0,133.0,0.7218045112781954,0.1729323308270676,0.9886943804666062,True,,3.2991965836631243,p,4,2,p,6.0,2,basisset0,"{'Ge': ' 3d 4p 4s', 'Pb': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",p-p
1834_CsMnEuF,1834,CsMnEuF,Cs2MnEuF6,Cs+,Mn2+,Eu2+,F-,Cs,Mn,Eu,F,188.0,75.0,117.0,133.0,0.7218045112781954,0.1578947368421052,0.9891073336645502,True,,3.2991965836631243,d,4,2,f,6.0,2,basisset0,"{'Mn': ' 3d 3p 4s', 'Eu': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-f
1835_CsZnSrF,1835,CsZnSrF,Cs2ZnSrF6,Cs+,Zn2+,Sr2+,F-,Cs,Zn,Sr,F,188.0,74.0,118.0,133.0,0.7218045112781954,0.1654135338345864,0.9889054850818246,True,,3.2991965836631243,d,4,2,s,5.0,2,basisset0,"{'Zn': ' 3d 4s', 'Sr': ' 4p 4s 5s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
1836_CsKCuF,1836,CsKCuF,Cs2KCuF6,Cs+,K+,Cu3+,F-,Cs,K,Cu,F,188.0,138.0,54.0,133.0,0.7218045112781954,0.3157894736842105,0.9829529874752504,False,OL,3.2991965836631243,s,4,1,d,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Cu': ' 3d 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-s
